Database ID,Sample ID,Ecosystem,Sample type,Common name,Scientific name,Bush food group,Wildlife group,Compartment,Composite count,Dry mass fraction,Sex,Mussel age (y),Soil depth (cm),Family code,Collection date (day/month/year),Location,Status,Easting,Northing,Zone,Datum,Geocoding,U-238,U-238err,U-234,U-234err,Th-230,Th-230err,Ra-226,Ra-226err,Pb-210,Pb-210err,Po-210,Po-210err,Th-232,Th-232err,Ra-228,Ra-228err,Th-228,Th-228err,Ac-227,Ac-227err,K-40,K-40err,Al,As,Ba,Ca,Cd,Co,Cr,Cu,Fe,Hg,K,Mg,Mn,Na,Ni,P,Pb,Rb,S,Sb,Se,Sr,Th,U,V,Zn,Reference,Notes
44,GS7001/3,Terrestrial,Animal,Water buffalo,Bubalus bubalis,Buffalo,Terrestrial-Mammal,Kidney,1,2.4E-1,M,,,BUFF0002,05/06/1987,Magela Floodplain,Unperturbed,262300,8639400,53S,WGS84,2,1.2E-2,6.0E-3,2.0E-2,1.0E-2,,,1.3E-1,2.0E-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23, 24",Collected on the floodplain near gauging station GS019.
45,GS7001/2,Terrestrial,Animal,Water buffalo,Bubalus bubalis,Buffalo,Terrestrial-Mammal,Liver,1,3.6E-1,M,,,BUFF0002,05/06/1987,Magela Floodplain,Unperturbed,262300,8639400,53S,WGS84,2,,,,,,,6.0E-2,2.0E-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23, 24",Collected on the floodplain near gauging station GS019.
46,RS6004/1,Terrestrial,Animal,Water buffalo,Bubalus bubalis,Buffalo,Terrestrial-Mammal,Flesh,1,2.5E-1,M,,,BUFF0003,09/01/1986,Magela Floodplain,Unperturbed,261700,8626400,53S,WGS84,2,,,,,,,2.0E-2,2.0E-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23, 24",Collected on the floodplain near red lily swamp.
47,RS6004/5,Terrestrial,Animal,Water buffalo,Bubalus bubalis,Buffalo,Terrestrial-Mammal,Heart,1,2.3E-1,M,,,BUFF0003,09/01/1986,Magela Floodplain,Unperturbed,261700,8626400,53S,WGS84,2,,,1.0E-2,1.0E-2,9.0E-3,7.0E-3,,,2.8E-1,5.0E-2,4.1E-1,4.0E-2,7.0E-3,5.0E-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23, 24",Collected on the floodplain near red lily swamp.
48,RS6004/2,Terrestrial,Animal,Water buffalo,Bubalus bubalis,Buffalo,Terrestrial-Mammal,Kidney,1,1.8E-1,M,,,BUFF0003,09/01/1986,Magela Floodplain,Unperturbed,261700,8626400,53S,WGS84,2,,,1.0E-2,1.0E-2,,,2.6E-1,2.0E-2,,,,,8.0E-3,4.0E-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23, 24",Collected on the floodplain near red lily swamp.
49,RS6004/3,Terrestrial,Animal,Water buffalo,Bubalus bubalis,Buffalo,Terrestrial-Mammal,Liver,1,3.0E-1,M,,,BUFF0003,09/01/1986,Magela Floodplain,Unperturbed,261700,8626400,53S,WGS84,2,,,,,1.0E-2,1.0E-2,5.0E-2,2.0E-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23, 24",Collected on the floodplain near red lily swamp.
50,RS6004/4,Terrestrial,Animal,Water buffalo,Bubalus bubalis,Buffalo,Terrestrial-Mammal,Tongue,1,2.6E-1,M,,,BUFF0003,09/01/1986,Magela Floodplain,Unperturbed,261700,8626400,53S,WGS84,2,4.7E-2,9.0E-3,4.0E-2,1.0E-2,3.0E-2,1.0E-2,3.0E-2,3.0E-2,6.0E-2,6.0E-2,7.7E-1,7.0E-2,2.8E-2,9.0E-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23, 24",Collected on the floodplain near red lily swamp.
51,RS6005/1,Terrestrial,Animal,Water buffalo,Bubalus bubalis,Buffalo,Terrestrial-Mammal,Flesh,5,1.5E-1,,,,BUFF0004,15/07/1986,Magela Floodplain,Unperturbed,261500,8625200,53S,WGS84,2,1.1E-2,3.0E-3,1.5E-2,9.0E-3,5.0E-3,5.0E-3,1.5E-2,4.0E-3,1.6E-2,5.0E-3,1.9E-1,2.0E-2,,,,,,,2.0E-3,2.0E-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23, 24",Collected on the floodplain near red lily swamp.
52,RS6005/2,Terrestrial,Animal,Water buffalo,Bubalus bubalis,Buffalo,Terrestrial-Mammal,Heart,5,1.8E-1,,,,BUFF0004,15/07/1986,Magela Floodplain,Unperturbed,261500,8625200,53S,WGS84,2,8.0E-3,4.0E-3,,,7.0E-3,6.0E-3,1.8E-2,5.0E-3,3.9E-2,7.0E-3,3.0E-1,2.0E-2,9.0E-3,4.0E-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23, 24",Collected on the floodplain near red lily swamp.
53,RS6005/5,Terrestrial,Animal,Water buffalo,Bubalus bubalis,Buffalo,Terrestrial-Mammal,Kidney,5,1.1E-1,,,,BUFF0004,15/07/1986,Magela Floodplain,Unperturbed,261500,8625200,53S,WGS84,2,3.0E-3,2.0E-3,,,7.0E-3,3.0E-3,1.7E-1,8.0E-3,1.4E-1,2.0E-2,7.0E+0,2.0E-1,4.0E-3,2.0E-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23, 24",Collected on the floodplain near red lily swamp.
54,RS6005/3,Terrestrial,Animal,Water buffalo,Bubalus bubalis,Buffalo,Terrestrial-Mammal,Liver,5,1.7E-1,,,,BUFF0004,15/07/1986,Magela Floodplain,Unperturbed,261500,8625200,53S,WGS84,2,5.0E-3,4.0E-3,,,6.0E-3,4.0E-3,2.0E-2,4.0E-3,3.2E-1,2.0E-2,8.3E-1,4.0E-2,,,,,,,7.0E-3,5.0E-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23, 24",Collected on the floodplain near red lily swamp.
55,RS6005/6,Terrestrial,Animal,Water buffalo,Bubalus bubalis,Buffalo,Terrestrial-Mammal,Lung,,2.0E-1,,,,BUFF0004,15/07/1986,Magela Floodplain,Unperturbed,261500,8625200,53S,WGS84,2,4.0E-2,1.1E-2,3.0E-2,1.5E-2,5.5E-2,1.3E-2,,,,,,,3.5E-2,1.0E-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,Collected on the floodplain near red lily swamp.
56,RS6005/4,Terrestrial,Animal,Water buffalo,Bubalus bubalis,Buffalo,Terrestrial-Mammal,Tongue,5,2.8E-1,,,,BUFF0004,15/07/1986,Magela Floodplain,Unperturbed,261500,8625200,53S,WGS84,2,1.3E-2,4.0E-3,,,1.6E-2,8.0E-3,2.2E-2,6.0E-3,1.0E-2,8.0E-3,9.6E-1,7.0E-2,1.6E-2,6.0E-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23, 24",Collected on the floodplain near red lily swamp.
57,RM08002,Terrestrial,Animal,Water buffalo,Bubalus bubalis,Buffalo,Terrestrial-Mammal,Flesh,1,,,,,BUFF0005,07/10/2007,Kakadu Buffalo Farm,Unperturbed,233494,8584988,53S,WGS84,1,8.7E-3,3.4E-3,8.2E-3,3.9E-3,<1.5E-2,,<6.1E-3,,9.0E-2,1.9E-2,,,4.6E-3,4.1E-3,,,,,,,,,6.1E+0,1.5E-2,3.6E-2,3.2E+1,<2.4E-3,<1.2E-2,4.8E-2,1.6E+0,3.0E+1,,3.3E+3,2.1E+2,1.5E-1,3.2E+2,,1.8E+3,6.1E-2,5.1E+0,1.8E+3,<1.2E-2,1.4E-1,2.4E-2,1.2E-1,2.8E-3,<1.2E-2,4.1E+1,18,
58,RM08003,Terrestrial,Animal,Water buffalo,Bubalus bubalis,Buffalo,Terrestrial-Mammal,Flesh,1,,,,,BUFF0005,07/10/2007,Kakadu Buffalo Farm,Unperturbed,233494,8584988,53S,WGS84,1,4.8E-3,4.6E-3,<1.1E-2,,<9.7E-3,,<1.2E-2,,9.3E-2,2.1E-2,1.3E+0,1.6E-1,<5.3E-3,,,,,,,,,,9.7E-1,<1.2E-2,4.8E-2,2.6E+1,<2.4E-3,<1.2E-2,1.4E-1,8.1E-1,1.5E+1,,2.4E+3,1.4E+2,1.3E-1,2.7E+2,,1.1E+3,3.6E-2,4.6E+0,1.3E+3,<1.2E-2,9.7E-2,2.4E-2,8.2E-2,<4.8E-4,<1.2E-2,2.5E+1,18,
59,RM08007,Terrestrial,Animal,Water buffalo,Bubalus bubalis,Buffalo,Terrestrial-Mammal,Heart,1,,,,,BUFF0005,07/10/2007,Kakadu Buffalo Farm,Unperturbed,233494,8584988,53S,WGS84,1,8.1E-3,3.5E-3,6.8E-3,3.7E-3,<1.1E-2,,4.6E-3,3.7E-3,2.5E-1,3.3E-2,,,<8.1E-3,,,,,,,,,,8.8E-1,1.1E-2,9.9E-2,3.0E+1,<2.2E-3,2.2E-2,1.4E-1,2.6E+0,3.5E+1,,2.3E+3,1.7E+2,1.6E-1,4.4E+2,,1.4E+3,<1.1E-2,4.2E+0,1.6E+3,<1.1E-2,2.1E-1,3.3E-2,3.3E-2,<4.4E-4,<1.1E-2,1.5E+1,18,
60,RM08005,Terrestrial,Animal,Water buffalo,Bubalus bubalis,Buffalo,Terrestrial-Mammal,Kidney,1,,,,,BUFF0005,07/10/2007,Kakadu Buffalo Farm,Unperturbed,233494,8584988,53S,WGS84,1,2.2E-2,5.1E-3,1.4E-2,4.9E-3,<2.6E-2,,3.0E-1,1.3E-2,9.2E-1,1.0E-1,9.1E+1,8.9E+0,1.2E-2,9.5E-3,,,,,,,,,6.5E+0,2.1E-2,3.0E-1,7.8E+1,6.8E-2,8.4E-2,6.3E-2,1.7E+0,5.3E+1,,1.8E+3,1.1E+2,6.1E-1,1.3E+3,,1.3E+3,4.2E-2,4.2E+0,1.3E+3,<1.1E-2,6.4E-1,8.4E-2,5.1E-2,<4.2E-4,<1.1E-2,1.2E+1,18,
61,RM08001,Terrestrial,Animal,Water buffalo,Bubalus bubalis,Buffalo,Terrestrial-Mammal,Liver,1,,,,,BUFF0005,07/10/2007,Kakadu Buffalo Farm,Unperturbed,233494,8584988,53S,WGS84,1,7.5E-3,5.1E-3,<1.3E-2,,1.0E-2,9.9E-3,<3.5E-2,,1.3E+0,1.4E-1,,,<1.4E-2,,,,,,,,,,1.1E+1,1.3E-2,6.7E-2,3.6E+1,1.2E-2,1.5E-1,8.0E-2,2.6E+1,8.0E+1,,2.2E+3,1.1E+2,1.7E+0,3.7E+2,,1.6E+3,5.3E-2,8.5E+0,1.2E+3,<1.3E-2,1.8E-1,4.0E-2,4.0E-2,<5.3E-4,<1.3E-2,1.4E+1,18,
62,XX12040,Terrestrial,Animal,Water buffalo,Bubalus bubalis,Buffalo,Terrestrial-Mammal,Bone,1,8.6E-1,,,,BUFF0006,07/05/2012,Kakadu Buffalo Farm,Unperturbed,240296,8582237,53S,WGS84,1,,,,,,,3.4E+1,4.2E-1,4.5E+0,9.9E-1,,,,,2.9E+1,6.9E-1,2.3E+1,5.3E-1,,,9.5E+0,2.1E+0,1.5E+1,<1.3E-1,2.2E+2,1.0E+5,<1.3E-2,2.5E-2,<1.3E+0,6.5E-1,8.5E+1,<1.3E-2,2.5E+2,1.5E+3,1.6E+0,2.6E+3,,4.4E+4,7.5E-1,8.7E-1,2.1E+2,1.3E-2,<1.3E-1,8.6E+1,1.8E-2,<2.5E-3,<2.5E+0,2.5E+1,18,
63,XX12032,Terrestrial,Animal,Water buffalo,Bubalus bubalis,Buffalo,Terrestrial-Mammal,Flesh,1,2.5E-1,,,,BUFF0006,07/05/2012,Kakadu Buffalo Farm,Unperturbed,240296,8582237,53S,WGS84,2,,,,,,,8.4E-3,2.0E-3,1.6E-1,2.3E-2,1.4E-1,1.8E-2,,,,,,,,,,,2.5E-1,<1.2E-2,3.7E-2,4.3E+1,<1.2E-3,<1.2E-2,8.6E-2,8.9E-1,3.4E+1,<1.2E-2,3.4E+3,2.2E+2,1.1E-1,5.9E+2,,1.8E+3,<1.2E-2,1.7E+1,2.0E+3,<1.2E-2,<1.2E-1,3.7E-2,<2.5E-3,<1.2E-3,1.5E-2,5.6E+1,18,"XX12032, XX12033 and XX12038 are replicates."
64,XX12033,Terrestrial,Animal,Water buffalo,Bubalus bubalis,Buffalo,Terrestrial-Mammal,Flesh,1,2.5E-1,,,,BUFF0006,07/05/2012,Kakadu Buffalo Farm,Unperturbed,240296,8582237,53S,WGS84,2,,,,,,,8.1E-3,1.5E-3,1.1E-1,5.0E-2,8.2E-2,3.5E-2,,,,,,,,,,,4.9E-1,<1.2E-2,3.7E-2,4.6E+1,<1.2E-3,<1.2E-2,1.5E-1,8.1E-1,3.1E+1,<1.2E-2,3.5E+3,2.2E+2,9.9E-2,6.5E+2,,1.8E+3,<1.2E-2,1.7E+1,2.0E+3,<1.2E-2,<1.2E-1,3.7E-2,<2.5E-3,<1.2E-3,1.2E-2,5.3E+1,18,"XX12032, XX12033 and XX12038 are replicates."
65,XX12038,Terrestrial,Animal,Water buffalo,Bubalus bubalis,Buffalo,Terrestrial-Mammal,Flesh,1,2.4E-1,,,,BUFF0006,07/05/2012,Kakadu Buffalo Farm,Unperturbed,240296,8582237,53S,WGS84,2,,,,,,,8.5E-3,2.7E-3,<5.0E-2,,2.3E-1,2.6E-2,,,,,,,,,,,2.4E-1,<1.2E-2,6.1E-2,4.0E+1,<1.2E-3,<1.2E-2,2.3E-1,1.0E+0,3.5E+1,<1.2E-2,3.3E+3,2.1E+2,1.2E-1,7.9E+2,,1.7E+3,<1.2E-2,1.7E+1,1.9E+3,<1.2E-2,<1.2E-1,3.6E-2,<2.4E-3,<1.2E-3,1.5E-2,4.4E+1,18,"XX12032, XX12033 and XX12038 are replicates."
66,XX12039,Terrestrial,Animal,Water buffalo,Bubalus bubalis,Buffalo,Terrestrial-Mammal,Marrow,1,9.0E-1,,,,BUFF0006,07/05/2012,Kakadu Buffalo Farm,Unperturbed,240296,8582237,53S,WGS84,2,,,,,,,2.6E-2,1.4E-2,3.8E-1,6.1E-2,3.3E-1,4.7E-2,,,,,,,,,,,6.3E-1,<4.5E-2,3.8E-1,1.4E+2,<4.5E-3,<4.5E-2,4.5E-2,1.8E-1,9.9E+0,<4.5E-2,5.2E+1,9.0E+0,<4.5E-2,2.7E+2,,9.5E+1,5.4E-2,3.3E-1,1.0E+2,<4.5E-2,<4.5E-1,1.1E-1,<9.0E-3,<4.5E-3,4.5E-2,2.7E+0,18,
67,XX14015,Terrestrial,Animal,Water buffalo,Bubalus bubalis,Buffalo,Terrestrial-Mammal,Flesh,1,,,,,BUFF0007,01/05/2013,Kakadu Buffalo Farm,Unperturbed,239338,8581930,53S,WGS84,2,,,,,,,3.1E-2,4.4E-3,4.3E-2,1.1E-2,,,,,,,,,,,,,9.7E-1,<1.2E-2,<1.2E-1,3.6E+1,<1.2E-3,<1.2E-2,1.2E-1,4.8E-1,1.5E+1,<2.4E-3,1.6E+3,1.4E+2,4.8E-2,3.6E+2,4.8E-2,,1.5E-2,,,<1.2E-2,7.3E-2,4.8E-2,<1.2E-2,<1.2E-3,<1.2E-2,3.4E+1,18,
68,GU4016/8,Freshwater,Animal,Freshwater crocodile,Crocodylus johnstoni,Crocodile,Freshwater-Reptile,Bone,1,5.0E-1,M,,,CROC0001,13/11/1984,Gunirdul Billabong,Unperturbed,319825,8648676,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,3.0E+1,8.4E-2,2.0E+2,1.3E+5,5.7E-3,,,1.0E+0,3.7E+1,,1.7E+3,1.2E+3,2.1E+1,3.0E+3,,5.3E+4,3.6E-1,,1.5E+3,<5.0E-2,3.4E-1,2.3E+2,2.6E-2,8.8E-3,,5.0E+1,24,
69,GU4016/7,Freshwater,Animal,Freshwater crocodile,Crocodylus johnstoni,Crocodile,Freshwater-Reptile,Bone,1,4.3E-1,M,,,CROC0001,13/11/1984,Gunirdul Billabong,Unperturbed,319825,8648676,53S,WGS84,2,5.0E-2,1.0E-2,6.0E-2,2.0E-2,,,2.5E+1,1.0E+0,4.1E+0,6.0E-1,4.8E+0,5.0E-1,7.0E-2,5.0E-2,,,,,,,,,1.2E+1,5.9E-2,1.3E+2,9.1E+4,5.6E-3,,,6.6E-1,4.0E+1,,1.9E+3,9.0E+2,1.2E+0,2.5E+3,,3.8E+4,3.1E-1,,1.7E+3,<4.3E-2,3.6E-1,1.6E+2,<2.1E-2,4.8E-3,,4.4E+1,"23, 24",
70,GU4016/1,Freshwater,Animal,Freshwater crocodile,Crocodylus johnstoni,Crocodile,Freshwater-Reptile,Flesh,1,2.4E-1,M,,,CROC0001,13/11/1984,Gunirdul Billabong,Unperturbed,319825,8648676,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,3.3E-1,<2.4E-2,3.9E-1,1.0E+2,1.4E-3,,,2.8E-1,4.4E+0,,,2.1E+2,<1.2E-1,7.0E+2,,2.0E+3,1.4E-2,,2.3E+3,<2.4E-2,4.5E-1,8.0E-2,<1.2E-2,<1.2E-3,,9.9E+0,24,
71,GU4016/6,Freshwater,Animal,Freshwater crocodile,Crocodylus johnstoni,Crocodile,Freshwater-Reptile,Flesh,1,2.0E-1,M,,,CROC0001,13/11/1984,Gunirdul Billabong,Unperturbed,319825,8648676,53S,WGS84,2,8.0E-3,4.0E-3,,,,,1.2E-1,2.0E-2,3.4E-2,8.0E-3,1.2E+0,1.0E-1,,,,,,,,,,,9.5E-1,<2.0E-2,7.9E-1,2.0E+2,1.2E-3,,,2.8E-1,4.9E+0,,,1.7E+2,<1.0E-1,1.2E+3,,1.5E+3,1.1E-2,,2.1E+3,<2.0E-2,3.8E-1,2.1E-1,<1.0E-2,<1.0E-3,,1.8E+1,"23, 24",
72,GU4016/3,Freshwater,Animal,Freshwater crocodile,Crocodylus johnstoni,Crocodile,Freshwater-Reptile,Heart,1,1.7E-1,M,,,CROC0001,13/11/1984,Gunirdul Billabong,Unperturbed,319825,8648676,53S,WGS84,2,3.0E-2,3.0E-2,,,,,4.0E-1,7.0E-2,3.6E-1,8.0E-2,1.9E+0,5.0E-1,,,,,,,1.7E-2,1.4E-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23, 24",
73,GU4016/5,Freshwater,Animal,Freshwater crocodile,Crocodylus johnstoni,Crocodile,Freshwater-Reptile,Intestine,1,1.9E-1,M,,,CROC0001,13/11/1984,Gunirdul Billabong,Unperturbed,319825,8648676,53S,WGS84,2,1.5E-2,5.0E-3,,,5.0E-3,4.0E-3,7.0E-2,2.0E-2,,,,,3.0E-3,2.0E-3,,,,,,,,,1.3E+0,2.1E-2,6.4E-1,1.2E+2,4.8E-3,,,6.4E-1,2.5E+1,,,1.1E+2,1.8E-1,1.4E+3,,1.2E+3,1.9E-2,,1.7E+3,2.6E-2,3.2E-1,1.8E-1,<9.5E-3,<9.5E-4,,2.6E+1,"23, 24",
74,GU4016/2,Freshwater,Animal,Freshwater crocodile,Crocodylus johnstoni,Crocodile,Freshwater-Reptile,Liver,1,2.3E-1,M,,,CROC0001,13/11/1984,Gunirdul Billabong,Unperturbed,319825,8648676,53S,WGS84,2,4.0E-2,1.0E-2,5.0E-2,2.0E-2,3.0E-2,2.0E-2,,,,,,,3.0E-2,1.0E-2,,,,,,,,,2.6E+1,2.9E-2,1.2E+1,1.9E+2,2.0E-2,,,5.7E+0,9.5E+2,,,9.5E+1,2.8E-1,1.6E+3,,2.2E+3,6.7E-2,,2.4E+3,<2.3E-2,4.9E+0,3.3E-1,1.5E-2,1.8E-3,,1.5E+1,"23, 24",
75,GU4016/4,Freshwater,Animal,Freshwater crocodile,Crocodylus johnstoni,Crocodile,Freshwater-Reptile,Lung,1,1.4E-1,M,,,CROC0001,13/11/1984,Gunirdul Billabong,Unperturbed,319825,8648676,53S,WGS84,2,,,,,,,1.3E-1,3.0E-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23, 24",
76,GU4016/10,Freshwater,Animal,Freshwater crocodile,Crocodylus johnstoni,Crocodile,Freshwater-Reptile,Stomach lining,1,1.8E-1,M,,,CROC0001,13/11/1984,Gunirdul Billabong,Unperturbed,319825,8648676,53S,WGS84,2,8.0E-3,3.0E-3,1.1E-2,5.0E-3,9.0E-3,6.0E-3,1.1E-1,4.0E-2,,,,,1.6E-2,5.0E-3,,,,,,,,,1.1E+0,<1.8E-2,2.6E-1,1.1E+2,5.6E-3,,,1.0E+0,1.7E+1,,,7.6E+1,1.3E-1,1.4E+3,,1.1E+3,2.7E-2,,1.6E+3,<1.8E-2,4.2E-1,1.5E-1,<9.1E-3,<9.1E-4,,1.4E+1,"23, 24",
77,XX14005,Freshwater,Animal,Saltwater crocodile,Crocodylus porosus,Crocodile,Freshwater-Reptile,Flesh,1,,,,,CROC0002,01/10/2012,East Alligator River - Cahill's crossing,Unperturbed,278874,8625521,53S,WGS84,2,,,,,,,<3.4E-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,
78,XX14006,Freshwater,Animal,Saltwater crocodile,Crocodylus porosus,Crocodile,Freshwater-Reptile,Flesh,1,,,,,CROC0003,17/01/2012,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,5.3E-3,7.6E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,
79,XX14007,Freshwater,Animal,Saltwater crocodile,Crocodylus porosus,Crocodile,Freshwater-Reptile,Flesh,1,,,,,CROC0004,29/01/2012,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,<2.5E-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,
80,XX14008,Freshwater,Animal,Saltwater crocodile,Crocodylus porosus,Crocodile,Freshwater-Reptile,Flesh,1,,,,,CROC0005,27/02/2012,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,1.8E-2,2.1E-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,
81,XX14009,Freshwater,Animal,Saltwater crocodile,Crocodylus porosus,Crocodile,Freshwater-Reptile,Flesh,1,,,,,CROC0006,27/01/2012,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,3.4E-3,5.7E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,
82,XX14010,Freshwater,Animal,Saltwater crocodile,Crocodylus porosus,Crocodile,Freshwater-Reptile,Flesh,1,,,,,CROC0007,12/02/2012,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,3.2E-3,7.6E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,
83,XX14011,Freshwater,Animal,Saltwater crocodile,Crocodylus porosus,Crocodile,Freshwater-Reptile,Flesh,1,,,,,CROC0008,02/01/2012,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,1.3E-2,9.5E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,
84,XX14012,Freshwater,Animal,Saltwater crocodile,Crocodylus porosus,Crocodile,Freshwater-Reptile,Flesh,1,,,,,CROC0009,19/03/2012,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,<4.6E-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,
85,XX14058,Freshwater,Animal,Freshwater crocodile,Crocodylus johnstoni,Crocodile,Freshwater-Reptile,Bone,1,4.4E-1,,,,CROC0010,01/02/2014,Baroalba Creek - Kakadu Highway crossing,Unperturbed,256340,8586280,53S,WGS84,2,,,,,,,5.6E+0,6.7E-1,1.3E+1,2.9E+0,,,,,5.4E+0,1.3E+0,4.5E+0,5.7E-1,,,4.6E+1,8.0E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,18,
86,XX14054,Freshwater,Animal,Freshwater crocodile,Crocodylus johnstoni,Crocodile,Freshwater-Reptile,Flesh,1,2.6E-1,,,,CROC0010,01/02/2014,Baroalba Creek - Kakadu Highway crossing,Unperturbed,256340,8586280,53S,WGS84,2,,,,,,,3.9E-2,3.6E-3,,,,,,,,,,,,,,,2.6E-1,<1.3E-2,7.3E-1,1.8E+2,<1.3E-3,<1.3E-2,5.2E-2,1.8E-1,4.9E+0,7.8E-2,3.4E+3,1.9E+2,1.6E-1,8.3E+2,1.6E-2,,<1.3E-2,,,<1.3E-2,2.4E-1,2.6E-1,<1.3E-2,<1.3E-3,<1.3E-2,7.5E+0,18,
87,XX14057,Freshwater,Animal,Freshwater crocodile,Crocodylus johnstoni,Crocodile,Freshwater-Reptile,Heart,1,2.4E-1,,,,CROC0010,01/02/2014,Baroalba Creek - Kakadu Highway crossing,Unperturbed,256340,8586280,53S,WGS84,2,,,,,,,3.7E-1,7.0E-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,
88,XX14077,Freshwater,Animal,Saltwater crocodile,Crocodylus porosus,Crocodile,Freshwater-Reptile,Bone,1,6.4E-1,,,,CROC0011,10/02/2014,Weasel Creek,Unperturbed,,,,,,,,,,,,8.4E+0,4.2E-1,7.7E+0,1.7E+0,,,,,4.4E+0,7.5E-1,3.3E+0,3.3E-1,,,4.6E+1,4.8E+0,1.2E+2,<3.2E-1,7.8E+1,1.7E+5,<3.2E-2,<3.2E-2,<3.2E+0,1.9E+0,5.1E+1,<3.2E-2,2.2E+3,2.4E+3,3.3E+0,4.3E+3,,8.6E+4,6.4E-1,7.0E+0,6.4E+2,<3.2E-2,<3.2E-1,3.0E+2,<6.4E-3,6.4E-3,<6.4E+0,6.2E+1,18,"Weasel Creek is believed to be a tributary to the South Alligator River, but unsure where."
89,XX14076,Freshwater,Animal,Saltwater crocodile,Crocodylus porosus,Crocodile,Freshwater-Reptile,Flesh,1,2.2E-1,,,,CROC0011,10/02/2014,Weasel Creek,Unperturbed,,,,,,,,,,,,6.4E-2,4.2E-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,"Weasel Creek is believed to be a tributary to the South Alligator River, but unsure where."
90,C19007/1,Freshwater,Animal,Freshwater crocodile,Crocodylus johnstoni,Crocodile,Freshwater-Reptile,Flesh,1,1.6E-1,M,,,CROC0012,31/07/1989,South Alligator River - Approximately 2-3 km upstream of Gimbat crossing and 1-2 km upstream of Coronation Hill,Unperturbed,242692,8496246,53S,WGS84,2,7.9E-3,2.1E-3,3.3E-3,2.3E-3,,,5.5E-2,6.1E-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,
91,RJX14371,Freshwater,Animal,Freshwater crocodile,Crocodylus johnstoni,Crocodile,Freshwater-Reptile,Heart,1,,,,,CROC0013,20/05/2014,Finniss River - Mount Burton upstream,Unperturbed,712869,8564013,52S,WGS84,1,,,,,,,,,<9.9E-2,,1.2E+0,7.2E-2,,,,,,,,,,,4.1E-1,<1.0E-2,<1.0E-1,8.0E+1,<1.0E-3,<1.0E-2,1.2E-1,1.0E+0,4.1E+1,6.2E-2,2.7E+3,9.2E+1,3.9E-1,1.9E+3,4.1E-2,,1.4E-2,,,<1.0E-2,2.9E-1,1.2E-1,<1.0E-2,<1.0E-3,<1.0E-2,2.3E+1,18,
